Rate (MB/s),Avg time,Min time,Max time 
16106.1274,0.0002,0.0001,0.0002
16106.1274,0.0002,0.0001,0.0002
16106.1274,0.0002,0.0001,0.0002
16106.1274,0.0002,0.0001,0.0002
16106.1274,0.0002,0.0001,0.0002
